Product ID,Machine failure_pred,MMachine failure_prob
L50896,0,0.0032110422829424866
L53866,0,0.0032608501278557993
L50498,0,0.003603020970234729
M21232,0,0.009727992469880096
M19751,0,0.00506108649674626
L49438,0,0.0031081041014316547
L50286,0,0.0027395206442999832
L52589,0,0.012744054135862696
H37110,0,0.004899619061778775
L54886,0,0.005066431575482303
L53059,0,0.002959536330622974
L53774,0,0.004173357571000568
L55446,0,0.0025970776110720603
L53162,0,0.0032325080913095613
H39207,0,0.004975968673866525
L54230,0,0.006618566115609284
L53281,0,0.002029263906556977
L52914,1,0.9914351638498586
L54235,0,0.004670749512119719
L55097,0,0.003262040028680751
L53941,0,0.01038236259158701
L49385,0,0.005492881018763846
L54008,0,0.02821348492322225
L53337,0,0.021107670913589626
L53866,0,0.004286528378388198
M23754,0,0.0040567109889801676
L54839,0,0.003710041548487167
L52311,0,0.0054755625143285075
M17660,0,0.008492031611508811
L52702,0,0.006238287027003462
M19157,0,0.003336142287491452
L54272,0,0.0049150701622929565
L53789,0,0.001675965296949221
L49054,0,0.021359780477359987
H33443,0,0.0010524977543779268
L55348,0,0.0049828811592372525
L48284,0,0.004728109798352316
L50888,0,0.004760314174877858
L57029,0,0.004044143174622843
M18281,0,0.0035397857161202115
L53358,0,0.003502343347757226
L53158,0,0.0031444555708060058
L51621,0,0.00562497000509153
L50200,0,0.005215464119036542
L56242,0,0.011353559578803948
L55123,0,0.004177803500966809
M18047,0,0.008989380794162867
H33435,0,0.006978943151153568
L52866,0,0.003581727579999297
L48859,0,0.00301287133686221
M23560,0,0.006874133504430001
L56672,0,0.008127895794148101
L50999,0,0.0021205232400238736
L52832,0,0.016779639492262594
M17973,0,0.0069155542887531386
L49757,0,0.004012632029925193
M17487,0,0.003042864843751138
L54766,0,0.003275869745997397
L56111,0,0.004205148750367805
L50085,0,0.003311191801056398
L56257,0,0.0026021012521376783
L52701,0,0.025881508131417773
L49192,0,0.005956199935523554
L47452,0,0.009935803102871614
L54361,0,0.005914792131310953
L47371,0,0.0026134022611835413
L55951,0,0.003883181313903531
L52628,0,0.007427852960750412
H32498,0,0.003293408534439663
L56649,0,0.01788882231973439
L49385,0,0.0016922038011618293
M15776,0,0.0039013664908682873
L55435,0,0.004772040560072092
H34591,0,0.006586188837137918
M19563,0,0.002816389775605054
L48576,0,0.004566572844672127
L52330,0,0.002601151450274834
L56970,0,0.006282572330241519
M15252,0,0.0021216796148322064
L49527,0,0.001825579306881379
M16982,0,0.006566104696161435
L47297,0,0.002934791869854268
L50606,0,0.007838889099599013
M16370,0,0.004402365629951794
H33781,0,0.002912213472836966
L56397,0,0.004524831812576791
M21483,0,0.0035428497602803502
L57070,0,0.005832833073285117
M16052,0,0.0069984426934097356
L54577,0,0.0050049703192611246
M24851,0,0.0032855171256345596
M19041,0,0.0026608046299216362
L55508,0,0.006163334364430721
L56192,0,0.0041589336707296655
L56161,0,0.002782682089843194
L56536,0,0.0039406127535596795
H32205,0,0.004411446709785266
L49730,0,0.007882680932024645
L50199,0,0.006339792180296892
H38244,0,0.0042221477484522
L53561,0,0.008707920504583562
M22001,0,0.002982730765368297
L55669,0,0.008051200183959975
M17794,0,0.003940391430837956
M21371,0,0.005535266520274011
L55232,0,0.0018668419649167229
L55275,0,0.006119666736086968
M18375,0,0.004178822800344182
L54514,0,0.00125238240023558
L55334,0,0.011905081308931273
L56947,0,0.004116105837786316
L50157,0,0.0032123286442759733
L54505,0,0.0030287772255612184
L53676,0,0.004438948169229311
L54207,0,0.016797879504840966
M21304,0,0.005891322068296749
H36114,0,0.00547015585179611
M17132,0,0.0025216046613429433
L52995,0,0.00522224385891099
L53986,0,0.0038674470302701683
M18784,0,0.0021527529803196167
M17132,0,0.014996104402136175
H38289,0,0.004738388641685983
L55218,0,0.0051498138024382405
L55779,0,0.0020405942399178037
L54810,0,0.005736347964011664
L54222,0,0.022115197734456412
H34462,0,0.005965173937439077
L55218,0,0.010733566127777162
L53135,0,0.005467557748876275
L56170,0,0.0049881851649799394
L50587,0,0.008072576069841922
H34783,0,0.008387420006237071
M24538,0,0.006718701109677609
L48817,0,0.004964521021418975
L48894,0,0.004049392570115974
L51740,0,0.016945350381350716
L53245,0,0.0023324130225373285
L56007,0,0.012079716220803388
L52052,0,0.004125027869432045
L49953,0,0.004363672983504124
M15169,0,0.0029181487609299677
M19264,0,0.007978211732078647
L52562,0,0.00560481716707983
L55619,0,0.003985736013065314
L53152,0,0.007623035189620118
L47922,0,0.0029802211620553695
L49680,0,0.005303764649000246
L50166,0,0.0069297300867347715
M15924,0,0.004268637535527407
L57008,0,0.008014177599948824
M21993,0,0.004319660392488136
M24201,0,0.00393763251595771
L54209,0,0.0030032516206032404
L53824,0,0.002568149668991828
L56041,0,0.004450331494347585
L55016,0,0.005194693888761634
L49941,0,0.039924273972288475
M15586,0,0.00294903430900892
L53585,0,0.0055983019264659335
L52846,0,0.004293808609788442
M14882,0,0.0033277066189401337
M20841,0,0.0036255588798317015
L54828,0,0.013923846721255271
M23185,0,0.013611788174993448
M22511,0,0.0011406788247966969
L47465,0,0.003164843767701147
L53620,0,0.0033536017972986857
L56162,0,0.00395178200099819
L54253,0,0.00570498120631901
L48325,0,0.004385503998721704
L56822,0,0.006795799329434967
M17778,0,0.004396504047411336
L57160,0,0.006289251042044908
H31955,0,0.0035939406673804212
M17043,0,0.003116534230564448
L49868,0,0.00997101915346903
L54170,0,0.003804612965587011
L49210,0,0.007206941623924004
L53004,0,0.0019297793758550658
M21924,0,0.006740597378236623
L48726,0,0.011346433471778713
M23130,0,0.002505511473090895
M23527,0,0.006849536059122419
L47892,0,0.008565992258333485
L50573,0,0.0018996992504732217
L55483,0,0.0024647295402665877
M21288,0,0.004632877831319007
L53730,0,0.010741378877526547
L49662,0,0.00424959778978305
L57001,0,0.015004887562567033
L56059,0,0.007478787839893898
H39336,0,0.005263244448464731
H36399,0,0.0020246852343891336
L47416,0,0.003948492861195277
M23751,0,0.0036255588798317015
L55695,0,0.00604069987380465
M22710,0,0.0018001371071391778
L50039,0,0.0033627761574037073
M19160,0,0.0054672511367112285
M20933,0,0.00043602076793366817
M21922,0,0.0018194586732222472
L56376,0,0.008675090674583488
L55763,0,0.004910334333128832
L55950,0,0.004148574008400741
M20212,0,0.002340846552285632
L49855,0,0.014418270118181455
L51769,0,0.012164961928687172
L56352,0,0.007045442786762257
H36250,1,0.994453056741639
H31072,0,0.00419679097572756
L51183,0,0.007739701535165158
M17626,0,0.01603147293942113
L47333,0,0.004629912064223287
L50408,0,0.038963232278251714
L54368,0,0.002828970015740681
L55230,0,0.003454153609767336
H39169,0,0.003357539435908948
L49573,0,0.01341519544685046
L52110,0,0.01641742489426949
L49085,0,0.007003747229248743
L50553,0,0.008333309028001603
L57118,0,0.002166342764769028
L51575,1,0.9914345112393423
L51137,0,0.003495237881389662
L47435,0,0.004709119679670209
L56906,0,0.009674589306095369
L53478,0,0.005293723098581363
L55583,0,0.009026877990117465
L53554,0,0.0037420468563980503
L56403,0,0.005370293702382113
L50966,0,0.002758671993818558
L53770,0,0.004547172666686205
L53271,0,0.027838378365641448
L52888,0,0.00684742999024975
L50342,0,0.018749342876111717
L56101,0,0.0037554061829911628
M23604,0,0.00227278411329888
L47319,0,0.014779296760848269
L50821,0,0.005086002163398244
L56667,0,0.003029882699225538
L53162,0,0.00428795288463875
L55512,0,0.008894524391905011
L49957,0,0.0035584218282815766
M23294,0,0.005313167092786974
M22987,0,0.0043170688514455905
L51220,0,0.006192258059463894
L53263,0,0.0027788814273959103
H30090,0,0.004621324771524695
M23169,0,0.003101410994412032
H38897,0,0.00296974012385619
H39306,0,0.008097844236914332
L56869,0,0.005215464119036542
L55853,0,0.003674629387052527
L54986,0,0.005753152209830149
L51908,0,0.002751052494701249
L54982,0,0.03379878156900947
L56907,0,0.005029490755411166
H39303,0,0.006850435813888583
M23774,0,0.016073127154521204
M22245,0,0.016046707269268767
M19597,0,0.004291850061578928
L51758,0,0.00738459684545488
L53345,0,0.0027356905525940285
L48006,0,0.0029617074592193787
L57152,0,0.005141272715951794
L54235,0,0.0021651874435018193
L53076,0,0.005696642973089248
M23720,0,0.0024712510387536924
L49061,0,0.005873670495274619
L49764,0,0.010876450862038572
M17973,0,0.0027912506961911016
M15349,0,0.005553882318072976
L48489,0,0.0031423642718802153
L52112,0,0.009790220924794172
L47647,0,0.0036033816218617454
L55149,0,0.002966351564610149
L53202,0,0.0034210652545577157
M15767,0,0.0071898204913161574
L50363,0,0.008887442843160911
L47359,0,0.00013005708985155552
L56425,0,0.0036382268934559083
L49209,0,0.005912640320917646
L56199,0,0.002897092331328893
L50620,0,0.00357839943696592
H35949,0,0.019923503432432224
M17657,0,0.010530123775177933
L56716,0,0.0032028186880921185
L47584,0,0.006697918889595474
L52558,0,0.0168160819943977
L47427,0,0.004220984249188259
M24081,0,0.00048714547427005956
M15279,0,0.01094581121604419
L47616,0,0.002598806958168319
M21604,0,0.0013295438290575976
L49077,0,0.002814392377355487
L53503,0,0.0029432135366126546
L53184,0,0.0038966525995285935
L54071,0,0.002307805678127017
L53335,0,0.002824166400575222
L47897,0,0.00721364480931449
H30792,0,0.005380904197561161
L49478,0,0.00942580346187397
M18462,0,0.0021999997759604784
L48897,0,0.003869119953134877
L54766,0,0.002688595514842886
H35640,0,0.0029569027884330072
L54827,0,0.004562627484531357
L50763,0,0.001996370503575778
M24309,0,0.003410857694700236
L56895,0,0.012154920230763713
M24711,0,0.00898580189515812
L49054,0,0.030837612852760328
L52597,0,0.004786974147516941
L57131,0,0.004305113332059833
L55017,0,0.009208036223692623
L52484,0,0.006166390572415469
L54040,0,0.0047909583922605865
L49087,0,0.00608419853514281
L47351,0,0.0032042050406576464
L49688,0,0.0029179264708813833
M15131,0,0.006437870931098826
L54159,0,0.002833873150928632
L52937,0,0.0024081968245035675
L49478,0,0.01738109617227148
L52316,0,0.0024649765341986257
M19232,0,0.008784793675202915
M19269,0,0.0015593371183076385
H38515,0,0.01443026457552357
L53699,0,0.0023821606312975203
H36081,0,0.0029965785205230914
M16449,0,0.0032867272941479514
M18293,0,0.0036233946924492497
L50106,0,0.031267043145511986
L54082,0,0.0044395350356457594
L50899,0,0.0039039287341760777
M17771,0,0.0035059929193613105
L48834,0,0.005735202211103446
L55142,0,0.009430494289316641
M18080,0,0.0027649596365070125
H33555,0,0.002712018320744221
L51419,0,0.002206441691703241
L52773,0,0.00518848599949849
L48182,0,0.0206607425141818
L52347,0,0.0024594774937335834
M23295,0,0.0037877105866698318
M17294,0,0.013426373866506547
