PassengerId,Survived_pred,Survived_prob
892,0,0.11801790658725432
893,1,0.5815794019075935
894,0,0.17517617660603696
895,0,0.20095889061177127
896,1,0.5385412701858212
897,0,0.13052763682231766
898,1,0.7598813445916691
899,0,0.12560920989363722
900,1,0.7301504309947048
901,0,0.1333925791567588
902,0,0.14035677519303086
903,0,0.14614288812148882
904,1,0.912368486556642
905,0,0.1572068884112044
906,1,0.9146851829240575
907,1,0.8930054687790252
908,0,0.13167865341308468
909,0,0.22208816454978084
910,0,0.3642240825574192
911,1,0.7402160975162732
912,0,0.27368262042246705
913,1,0.7041761317477588
914,1,0.9146851829240575
915,0,0.25042083851536967
916,1,0.8863201584044529
917,0,0.10476532872678822
918,1,0.9131210475407897
919,0,0.22208816454978084
920,0,0.41107801989536324
921,0,0.1844995140848934
922,0,0.10596442237966251
923,0,0.13703266396559702
924,1,0.7809806160095261
925,0,0.08432756308357361
926,0,0.46160883969920663
927,0,0.1963641079347002
928,0,0.2914442481536107
929,0,0.28387220915952294
930,0,0.14718435536170887
931,0,0.4223630959091525
932,0,0.13002916796990605
933,0,0.3122344795184848
934,0,0.13105424635210755
935,1,0.8943334638107762
936,1,0.9146851829240575
937,0,0.14147534414332055
938,0,0.3042697522600917
939,0,0.15481757025431467
940,1,0.9039872076775733
941,1,0.7506174353149363
942,0,0.19622694945333027
943,0,0.25107347105796124
944,1,0.9080194262028438
945,1,0.890375802674276
946,0,0.18292920074100016
947,0,0.09075896446435297
948,0,0.11170458048850936
949,0,0.15253387998040072
950,0,0.13290728749174438
951,1,0.9109406888902118
952,0,0.12932134693945477
953,0,0.2732070294172264
954,0,0.1360776204113886
955,1,0.7031934276663855
956,0,0.34586227881310244
957,1,0.8478386346408141
958,1,0.6036021461159469
959,0,0.21362233371245895
960,0,0.28868769063137706
961,1,0.8805229353207394
962,1,0.6417241913567426
963,0,0.14509777725082412
964,0,0.45352826810828684
965,0,0.297179232935775
966,1,0.9109406888902118
967,0,0.1961589830750358
968,0,0.14858874010469186
969,1,0.8949997356467377
970,0,0.14858874010469186
971,1,0.6417241913567426
972,1,0.889340199954384
973,0,0.14403198181342178
974,0,0.15351993017565768
975,0,0.14035677519303086
976,0,0.14858874010469186
977,0,0.18229259645442103
978,1,0.6848425797607248
979,0,0.28387220915952294
980,1,0.6721854507774095
981,1,0.9025435840806783
982,0,0.45487938832526836
983,0,0.15481757025431467
984,1,0.7965391742760801
985,0,0.14858874010469186
986,0,0.2728861443725858
987,0,0.15253387998040072
988,1,0.9069935093598084
989,0,0.14081423602267695
990,0,0.42416403520963625
991,0,0.13167865341308468
992,1,0.9122367933821582
993,0,0.18092497870071783
994,0,0.15481757025431467
995,0,0.15253387998040072
996,1,0.5501615963196601
997,0,0.1333995633478358
998,0,0.14509777725082412
999,0,0.15481757025431467
1000,0,0.14858874010469186
1001,0,0.13020427933952652
1002,0,0.12007918941435908
1003,1,0.6721854507774095
1004,1,0.8871823108833737
1005,1,0.6886896701532279
1006,1,0.9062662335934814
1007,0,0.17718112166758743
1008,0,0.17321287407475844
1009,1,0.6649852585870717
1010,0,0.46896374330166196
1011,1,0.9040633440797423
1012,1,0.8891835073545907
1013,0,0.15426032607199847
1014,1,0.9122367933821582
1015,0,0.13373115603360033
1016,0,0.15481757025431467
1017,1,0.6565365458220829
1018,0,0.15253387998040072
1019,1,0.8322659499475495
1020,0,0.13167865341308468
1021,0,0.14718435536170887
1022,0,0.2746060740531655
1023,0,0.2884105762910448
1024,0,0.08663076290937294
1025,0,0.17260294022952488
1026,0,0.11170458048850936
1027,0,0.14509777725082412
1028,0,0.21811198270316462
1029,0,0.14928000689984228
1030,0,0.28387220915952294
1031,0,0.08181029273107096
1032,0,0.08497441057271901
1033,1,0.8024068135481125
1034,0,0.20684262739272014
1035,0,0.1333995633478358
1036,0,0.3122344795184848
1037,0,0.16295109684752696
1038,0,0.2158762889487627
1039,0,0.14718435536170887
1040,0,0.3122344795184848
1041,0,0.12575571033100832
1042,1,0.9131210475407897
1043,0,0.19814141098695692
1044,0,0.09761235217550915
1045,1,0.7421351262872209
1046,0,0.1211333517784845
1047,0,0.15253387998040072
1048,1,0.9134218050384213
1049,0,0.42027229344344036
1050,0,0.3122344795184848
1051,1,0.6546022249760111
1052,1,0.7200832317777613
1053,1,0.7049223144950191
1054,1,0.7496153741143518
1055,0,0.133371867926358
1056,0,0.13167865341308468
1057,1,0.5497634840049636
1058,0,0.21955370358516008
1059,0,0.12083003268321878
1060,1,0.8740897053265494
1061,0,0.38144875009030865
1062,0,0.13373115603360033
1063,0,0.33921669985917574
1064,0,0.20267356456171481
1065,0,0.18318612440253673
1066,0,0.10782631120776544
1067,1,0.9139575850857483
1068,1,0.9126242387936583
1069,0,0.2464878660132299
1070,1,0.9149373802723122
1071,1,0.9039900803998839
1072,0,0.14858874010469186
1073,0,0.31658508898650173
1074,1,0.912368486556642
1075,0,0.15481757025431467
1076,1,0.7590452006157237
1077,0,0.11108609785340133
1078,1,0.8520053466049023
1079,0,0.132437510678129
1080,0,0.08432756308357361
1081,0,0.13167865341308468
1082,0,0.11066564880784538
1083,0,0.14614288812148882
1084,1,0.53448866624308
1085,0,0.11734440506486386
1086,1,0.665701994372479
1087,0,0.13105424635210755
1088,1,0.8890375088309509
1089,0,0.42416403520963625
1090,0,0.14718435536170887
1091,0,0.2914442481536107
1092,1,0.8208255575865986
1093,1,0.9014134059887481
1094,0,0.1961589830750358
1095,1,0.9080194262028438
1096,0,0.14718435536170887
1097,0,0.15275652912616272
1098,1,0.791332156236013
1099,0,0.14718435536170887
1100,1,0.8740897053265494
1101,0,0.14509777725082412
1102,0,0.33504550571273467
1103,0,0.133371867926358
1104,0,0.08542066625725744
1105,1,0.8953003614692366
1106,0,0.2565330281586527
1107,0,0.21362233371245895
1108,1,0.6721854507774095
1109,0,0.18180772588967545
1110,1,0.8796198153196549
1111,0,0.14858874010469186
1112,1,0.8621657320833854
1113,0,0.14718435536170887
1114,1,0.8424968513937134
1115,0,0.15253387998040072
1116,1,0.8625114667919616
1117,0,0.385560055914753
1118,0,0.15253387998040072
1119,1,0.6721854507774095
1120,0,0.10983616756558444
1121,0,0.13167865341308468
1122,0,0.08488255132650542
1123,1,0.9002903622679271
1124,0,0.15198337750701751
1125,0,0.14896894101065514
1126,0,0.2597509952156334
1127,0,0.1468308179171675
1128,0,0.48032947741731347
1129,0,0.22449929355319614
1130,1,0.7866549639778957
1131,1,0.9122367933821582
1132,1,0.8625114667919616
1133,1,0.8653922422142726
1134,1,0.5487375685269608
1135,0,0.14035677519303086
1136,0,0.12575571033100832
1137,0,0.21362233371245895
1138,1,0.8408259358911297
1139,0,0.10782631120776544
1140,1,0.9040633440797423
1141,0,0.1925997562342547
1142,1,0.5550627193951791
1143,0,0.19910781210114953
1144,0,0.3017877220726809
1145,0,0.14718435536170887
1146,0,0.13167865341308468
1147,0,0.13373115603360033
1148,0,0.15481757025431467
1149,0,0.14858874010469186
1150,1,0.7718608706571043
1151,0,0.15253387998040072
1152,0,0.11066564880784538
1153,0,0.14509777725082412
1154,1,0.9142724944332987
1155,1,0.6843743204591386
1156,0,0.20598850997579388
1157,0,0.14035677519303086
1158,0,0.13373586102114357
1159,0,0.13373115603360033
1160,0,0.2914442481536107
1161,0,0.13020427933952652
1162,0,0.46896374330166196
1163,0,0.15481757025431467
1164,1,0.7605689911472672
1165,1,0.819737492701435
1166,0,0.17321287407475844
1167,1,0.9005775232114012
1168,0,0.14858874010469186
1169,0,0.11066564880784538
1170,0,0.13290728749174438
1171,0,0.14718435536170887
1172,0,0.28387220915952294
1173,1,0.9055892388801392
1174,1,0.6721854507774095
1175,0,0.45603235528221303
1176,1,0.7061524157232023
1177,0,0.10279707534884398
1178,0,0.13373115603360033
1179,0,0.23517856854395264
1180,0,0.18318612440253673
1181,0,0.14858874010469186
1182,0,0.2158762889487627
1183,0,0.407169342376667
1184,0,0.18318612440253673
1185,0,0.27911454461652946
1186,0,0.13167865341308468
1187,0,0.14509777725082412
1188,1,0.5550627193951791
1189,0,0.1844995140848934
1190,0,0.21362233371245895
1191,0,0.1659393754081971
1192,0,0.23527758281842887
1193,0,0.18292920074100016
1194,0,0.10496655180730916
1195,0,0.14718435536170887
1196,1,0.6721854507774095
1197,1,0.9021335184478362
1198,0,0.2106960103380693
1199,1,0.9014134059887481
1200,0,0.34689837323485156
1201,0,0.23912381504185878
1202,0,0.13020427933952652
1203,0,0.22208816454978084
1204,0,0.13373115603360033
1205,1,0.6405618410389182
1206,1,0.9039872076775733
1207,1,0.664684278611586
1208,0,0.2141633200376152
1209,0,0.14893797619539784
1210,0,0.25910902321963275
1211,0,0.13703266396559702
1212,0,0.15253387998040072
1213,0,0.21811198270316462
1214,0,0.14928000689984228
1215,0,0.3122344795184848
1216,1,0.9134218050384213
1217,0,0.15253387998040072
1218,1,0.9133748119644268
1219,0,0.3192340025340898
1220,0,0.13290728749174438
1221,0,0.14718435536170887
1222,1,0.9149373802723122
1223,0,0.3042697522600917
1224,0,0.17321287407475844
1225,1,0.802043167091999
1226,0,0.25910902321963275
1227,0,0.14614288812148882
1228,0,0.2746060740531655
1229,0,0.10564413150045103
1230,0,0.13753779611527342
1231,0,0.18318612440253673
1232,0,0.13020427933952652
1233,0,0.20590214389067557
1234,0,0.08972416857748976
1235,1,0.903238931690127
1236,0,0.12436381187873238
1237,1,0.7999368972025684
1238,0,0.14928000689984228
1239,1,0.7402160975162732
1240,0,0.14630355834595954
1241,1,0.8478386346408141
1242,1,0.9123741531454718
1243,0,0.14718435536170887
1244,0,0.08542066625725744
1245,0,0.06961769348332249
1246,1,0.7412851763017402
1247,0,0.15351993017565768
1248,1,0.9069935093598084
1249,0,0.14035677519303086
1250,0,0.15481757025431467
1251,1,0.6394324017200264
1252,0,0.08270028830369643
1253,1,0.9066764049184856
1254,1,0.8478386346408141
1255,0,0.20095889061177127
1256,1,0.8001779352646115
1257,0,0.08434142963964357
1258,0,0.18229259645442103
1259,0,0.07450920911139346
1260,1,0.9123741531454718
1261,0,0.278726358665906
1262,0,0.1466498186630743
1263,1,0.9122367933821582
1264,0,0.14121632548093052
1265,0,0.13167865341308468
1266,1,0.9071382401089585
1267,1,0.9109406888902118
1268,0,0.20521443678741533
1269,0,0.14718435536170887
1270,0,0.20343949694940275
1271,0,0.1586281223007432
1272,0,0.15481757025431467
1273,0,0.14509777725082412
1274,0,0.4805969343493004
1275,1,0.6174985767828354
1276,0,0.14858874010469186
1277,1,0.9063123102032713
1278,0,0.15253387998040072
1279,0,0.11734440506486386
1280,0,0.15253387998040072
1281,0,0.10216492635057849
1282,0,0.3146081660290852
1283,1,0.9071382401089585
1284,0,0.11784408831830277
1285,0,0.12621144966697326
1286,0,0.12745292445743509
1287,1,0.912368486556642
1288,0,0.15253387998040072
1289,1,0.9123741531454718
1290,0,0.15253387998040072
1291,0,0.11715089702297447
1292,1,0.9134218050384213
1293,0,0.11066564880784538
1294,1,0.9131210475407897
1295,0,0.4028276049666753
1296,0,0.2892666974721685
1297,0,0.3076171971113285
1298,0,0.1466498186630743
1299,0,0.1957329320037251
1300,1,0.7200832317777613
1301,1,0.6289277491534462
1302,1,0.6721854507774095
1303,1,0.9146851829240575
1304,0,0.45352826810828684
1305,0,0.14858874010469186
1306,1,0.9122367933821582
1307,0,0.10279707534884398
1308,0,0.14858874010469186
1309,0,0.1772914115458531
