Product ID,Machine failure_pred,MMachine failure_prob
L50896,0,0.0028542191341174626
L53866,0,0.0035058183305515583
L50498,0,0.0028542191341174626
M21232,0,0.003886495809773415
M19751,0,0.0025977167363498326
L49438,0,0.0028542191341174626
L50286,0,0.0038949446334089893
L52589,0,0.003886495809773415
H37110,0,0.0028542191341174626
L54886,0,0.0028542191341174626
L53059,0,0.0025977167363498326
L53774,0,0.0028542191341174626
L55446,0,0.0028542191341174626
L53162,0,0.0028542191341174626
H39207,0,0.0032339487872562207
L54230,0,0.005335678988529002
L53281,0,0.0028542191341174626
L52914,1,0.9885238682571694
L54235,0,0.0028542191341174626
L55097,0,0.0028542191341174626
L53941,0,0.005335678988529002
L49385,0,0.002462635021163133
L54008,0,0.004459011084181762
L53337,0,0.03422260322124718
L53866,0,0.002462635021163133
M23754,0,0.002744799559076535
L54839,0,0.0028542191341174626
L52311,0,0.002462635021163133
M17660,0,0.003886495809773415
L52702,0,0.002657367364851064
M19157,0,0.0028542191341174626
L54272,0,0.012359567897989735
L53789,0,0.0028542191341174626
L49054,0,0.04308020948353182
H33443,0,0.0028542191341174626
L55348,0,0.002462635021163133
L48284,0,0.002462635021163133
L50888,0,0.0026539371982684068
L57029,0,0.0026539371982684068
M18281,0,0.0028542191341174626
L53358,0,0.0028542191341174626
L53158,0,0.0028542191341174626
L51621,0,0.005101491610280282
L50200,0,0.002462635021163133
L56242,0,0.003886495809773415
L55123,0,0.0025977167363498326
M18047,0,0.003886495809773415
H33435,0,0.010281200652121243
L52866,0,0.0028542191341174626
L48859,0,0.0028542191341174626
M23560,0,0.003886495809773415
L56672,0,0.005101491610280282
L50999,0,0.0028542191341174626
L52832,0,0.024445800972300067
M17973,0,0.003886495809773415
L49757,0,0.0026539371982684068
M17487,0,0.0028542191341174626
L54766,0,0.0028542191341174626
L56111,0,0.0028542191341174626
L50085,0,0.013627878539366653
L56257,0,0.0028542191341174626
L52701,0,0.0445787224438037
L49192,0,0.011701467153490994
L47452,0,0.0025977167363498326
L54361,0,0.012359567897989735
L47371,0,0.0028542191341174626
L55951,0,0.002744799559076535
L52628,0,0.0025977167363498326
H32498,0,0.0028542191341174626
L56649,0,0.022578629745152567
L49385,0,0.0028542191341174626
M15776,0,0.0028542191341174626
L55435,0,0.0028542191341174626
H34591,0,0.002462635021163133
M19563,0,0.0025977167363498326
L48576,0,0.0025977167363498326
L52330,0,0.0035058183305515583
L56970,0,0.005101491610280282
M15252,0,0.0028542191341174626
L49527,0,0.004278987711012511
M16982,0,0.005335678988529002
L47297,0,0.0028542191341174626
L50606,0,0.005335678988529002
M16370,0,0.0028542191341174626
H33781,0,0.0028542191341174626
L56397,0,0.002744799559076535
M21483,0,0.0025977167363498326
L57070,0,0.002462635021163133
M16052,0,0.005101491610280282
L54577,0,0.0025977167363498326
M24851,0,0.002744799559076535
M19041,0,0.0038949446334089893
L55508,0,0.0035058183305515583
L56192,0,0.002744799559076535
L56161,0,0.0028542191341174626
L56536,0,0.0025977167363498326
H32205,0,0.0033826968537304797
L49730,0,0.005101491610280282
L50199,0,0.005101491610280282
H38244,0,0.002744799559076535
L53561,0,0.005101491610280282
M22001,0,0.013303609031026025
L55669,0,0.003886495809773415
M17794,0,0.0025977167363498326
M21371,0,0.012359567897989735
L55232,0,0.004009036593005709
L55275,0,0.002657367364851064
M18375,0,0.0028542191341174626
L54514,0,0.0028542191341174626
L55334,0,0.005335678988529002
L56947,0,0.0033826968537304797
L50157,0,0.0028542191341174626
L54505,0,0.0028542191341174626
L53676,0,0.0028542191341174626
L54207,0,0.003886495809773415
M21304,0,0.002657367364851064
H36114,0,0.0025977167363498326
M17132,0,0.0028542191341174626
L52995,0,0.0026539371982684068
L53986,0,0.0028542191341174626
M18784,0,0.0028542191341174626
M17132,0,0.003886495809773415
H38289,0,0.0025977167363498326
L55218,0,0.002462635021163133
L55779,0,0.010047817142180506
L54810,0,0.0025977167363498326
L54222,0,0.023103737259102957
H34462,0,0.0025977167363498326
L55218,0,0.003886495809773415
L53135,0,0.005335678988529002
L56170,0,0.002462635021163133
L50587,0,0.005335678988529002
H34783,0,0.003886495809773415
M24538,0,0.005101491610280282
L48817,0,0.002462635021163133
L48894,0,0.0028542191341174626
L51740,0,0.003886495809773415
L53245,0,0.0035058183305515583
L56007,0,0.003886495809773415
L52052,0,0.0028542191341174626
L49953,0,0.0028542191341174626
M15169,0,0.0035058183305515583
M19264,0,0.003886495809773415
L52562,0,0.005101491610280282
L55619,0,0.0028542191341174626
L53152,0,0.003886495809773415
L47922,0,0.0028542191341174626
L49680,0,0.002462635021163133
L50166,0,0.003886495809773415
M15924,0,0.0025977167363498326
L57008,0,0.012359567897989735
M21993,0,0.0026539371982684068
M24201,0,0.012359567897989735
L54209,0,0.0028542191341174626
L53824,0,0.0028542191341174626
L56041,0,0.0025977167363498326
L55016,0,0.012359567897989735
L49941,0,0.13426380347807296
M15586,0,0.0028542191341174626
L53585,0,0.0034894592512698095
L52846,0,0.002744799559076535
M14882,0,0.0028542191341174626
M20841,0,0.011723983893662084
L54828,0,0.025359862932530383
M23185,0,0.016010296368434256
M22511,0,0.0028542191341174626
L47465,0,0.0028542191341174626
L53620,0,0.0028542191341174626
L56162,0,0.0028542191341174626
L54253,0,0.002462635021163133
L48325,0,0.002462635021163133
L56822,0,0.002462635021163133
M17778,0,0.012359567897989735
L57160,0,0.005335678988529002
H31955,0,0.013627878539366653
M17043,0,0.0025977167363498326
L49868,0,0.012167360002730877
L54170,0,0.0028542191341174626
L49210,0,0.012359567897989735
L53004,0,0.004278987711012511
M21924,0,0.002657367364851064
L48726,0,0.003886495809773415
M23130,0,0.0028542191341174626
M23527,0,0.003886495809773415
L47892,0,0.002657367364851064
L50573,0,0.0028542191341174626
L55483,0,0.0028542191341174626
M21288,0,0.0025977167363498326
L53730,0,0.003886495809773415
L49662,0,0.003649916691843999
L57001,0,0.0026539371982684068
L56059,0,0.0025977167363498326
H39336,0,0.0028542191341174626
H36399,0,0.0028542191341174626
L47416,0,0.0028542191341174626
M23751,0,0.011723983893662084
L55695,0,0.002462635021163133
M22710,0,0.0028542191341174626
L50039,0,0.0035058183305515583
M19160,0,0.005101491610280282
M20933,0,0.0028542191341174626
M21922,0,0.0028542191341174626
L56376,0,0.005335678988529002
L55763,0,0.0034894592512698095
L55950,0,0.0028542191341174626
M20212,0,0.0028542191341174626
L49855,0,0.003886495809773415
L51769,0,0.005335678988529002
L56352,0,0.005335678988529002
H36250,1,0.9943281594023076
H31072,0,0.002744799559076535
L51183,0,0.011723983893662084
M17626,0,0.0032734744064436203
L47333,0,0.0026539371982684068
L50408,0,0.04327631158111689
L54368,0,0.0028542191341174626
L55230,0,0.0028542191341174626
H39169,0,0.0028542191341174626
L49573,0,0.003886495809773415
L52110,0,0.020980531070948827
L49085,0,0.002931210188514013
L50553,0,0.005335678988529002
L57118,0,0.0028542191341174626
L51575,1,0.9931366954898131
L51137,0,0.0028542191341174626
L47435,0,0.0025977167363498326
L56906,0,0.005335678988529002
L53478,0,0.0034894592512698095
L55583,0,0.005101491610280282
L53554,0,0.0028542191341174626
L56403,0,0.005335678988529002
L50966,0,0.0028542191341174626
L53770,0,0.0028542191341174626
L53271,0,0.014962273723195533
L52888,0,0.0028542191341174626
L50342,0,0.03422260322124718
L56101,0,0.0028542191341174626
M23604,0,0.0026539371982684068
L47319,0,0.025217088446163986
L50821,0,0.0025977167363498326
L56667,0,0.0025977167363498326
L53162,0,0.003649916691843999
L55512,0,0.0025977167363498326
L49957,0,0.005034142579595116
M23294,0,0.011723983893662084
M22987,0,0.0028542191341174626
L51220,0,0.0025977167363498326
L53263,0,0.0028542191341174626
H30090,0,0.002462635021163133
M23169,0,0.0025977167363498326
H38897,0,0.0028542191341174626
H39306,0,0.005335678988529002
L56869,0,0.002462635021163133
L55853,0,0.0025977167363498326
L54986,0,0.0028542191341174626
L51908,0,0.0028542191341174626
L54982,0,0.01446518411379185
L56907,0,0.005335678988529002
H39303,0,0.005101491610280282
M23774,0,0.003886495809773415
M22245,0,0.006158043545412626
M19597,0,0.012359567897989735
L51758,0,0.010036550565022744
L53345,0,0.0028542191341174626
L48006,0,0.0028542191341174626
L57152,0,0.0026539371982684068
L54235,0,0.0028542191341174626
L53076,0,0.005101491610280282
M23720,0,0.0028542191341174626
L49061,0,0.005101491610280282
L49764,0,0.003886495809773415
M17973,0,0.011832379302018647
M15349,0,0.002657367364851064
L48489,0,0.0028542191341174626
L52112,0,0.005335678988529002
L47647,0,0.0028542191341174626
L55149,0,0.0028542191341174626
L53202,0,0.0028542191341174626
M15767,0,0.005101491610280282
L50363,0,0.003886495809773415
L47359,0,0.013490234657529663
L56425,0,0.0028542191341174626
L49209,0,0.0025977167363498326
L56199,0,0.0028542191341174626
L50620,0,0.002931210188514013
H35949,0,0.006158043545412626
M17657,0,0.005335678988529002
L56716,0,0.0028542191341174626
L47584,0,0.012359567897989735
L52558,0,0.025217088446163986
L47427,0,0.012359567897989735
M24081,0,0.00447558735254521
M15279,0,0.003886495809773415
L47616,0,0.0028542191341174626
M21604,0,0.013490234657529663
L49077,0,0.0028542191341174626
L53503,0,0.0028542191341174626
L53184,0,0.0028542191341174626
L54071,0,0.010047817142180506
L53335,0,0.0028542191341174626
L47897,0,0.003886495809773415
H30792,0,0.0032734744064436203
L49478,0,0.013925762382776855
M18462,0,0.0028542191341174626
L48897,0,0.0028542191341174626
L54766,0,0.0028542191341174626
H35640,0,0.0028542191341174626
L54827,0,0.0028542191341174626
L50763,0,0.0026539371982684068
M24309,0,0.008631632995128015
L56895,0,0.014162495767503976
M24711,0,0.005335678988529002
L49054,0,0.05082769815775798
